AUTHORISATION ID / PERMIT ID,ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (µg/L),Latitude,Longitude,REGION
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730.0,397880.0,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,,53.465604474949615,-0.3033515364568991,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730.0,397880.0,Lincolnshire and Northamptonshire,Controlled Waters,Heptachlor,0.1,0.0,Landfill,Non Hazardous Landfill,,53.465604474949615,-0.3033515364568991,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730.0,397880.0,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,,53.465604474949615,-0.3033515364568991,East Midlands
VP3130BK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730.0,397880.0,Lincolnshire and Northamptonshire,Controlled Waters,Cypermethrin,0.005,0.0,Landfill,Non Hazardous Landfill,1.3e-05,53.465604474949615,-0.3033515364568991,East Midlands
UP3230LR,COMBUSTION; ANY FUEL  =>50MW,Phillips 66 Limited,Humber Oil Refinery Humber Refinery Eastfield Road North Lincolnshire,DN40 3DW,516210.0,416450.0,Lincolnshire and Northamptonshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Refineries & Fuel,Refineries & Fuel,,53.63168418109031,-0.24406362336294868,Yorkshire and The Humber
UP3230LR,COMBUSTION; ANY FUEL  =>50MW,Phillips 66 Limited,Humber Oil Refinery Humber Refinery Eastfield Road North Lincolnshire,DN40 3DW,516210.0,416450.0,Lincolnshire and Northamptonshire,Controlled Waters,Fluoranthene,0.1,0.0,Refineries & Fuel,Refineries & Fuel,,53.63168418109031,-0.24406362336294868,Yorkshire and The Humber
UP3230LR,COMBUSTION; ANY FUEL  =>50MW,Phillips 66 Limited,Humber Oil Refinery Humber Refinery Eastfield Road North Lincolnshire,DN40 3DW,516210.0,416450.0,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Refineries & Fuel,Refineries & Fuel,,53.63168418109031,-0.24406362336294868,Yorkshire and The Humber
UP3139BB,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Viridor Waste (Somerset) Ltd,Dimmer Landfill Site Dimmer Lane Dimmer Landfill Site Dimmer Somerset,BA7 7NR,361260.0,131380.0,Wessex,Wastewater,Fluoranthene,0.1,0.0,Landfill,Non Hazardous Landfill,,51.08042409010584,-2.5544101956013585,South West
UP3139BB,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Viridor Waste (Somerset) Ltd,Dimmer Landfill Site Dimmer Lane Dimmer Landfill Site Dimmer Somerset,BA7 7NR,361260.0,131380.0,Wessex,Wastewater,Benzo(a)pyrene,1.0,0.0,Landfill,Non Hazardous Landfill,,51.08042409010584,-2.5544101956013585,South West
017081316,,UNITED UTILITIES WATER PLC,WIGAN,,348170.0,412020.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.28,Water Industry,Water Industry,,53.602167032712885,-2.784707855761451,North West
017081316,,UNITED UTILITIES WATER PLC,WIGAN,,348170.0,412020.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.61,Water Industry,Water Industry,,53.602167032712885,-2.784707855761451,North West
017081316,,UNITED UTILITIES WATER PLC,WIGAN,,348170.0,412020.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,1.25,Water Industry,Water Industry,,53.602167032712885,-2.784707855761451,North West
016940144,,UNITED UTILITIES WATER PLC,ECCLES,,374960.0,397150.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,53.47048388729303,-2.3786875230934386,North West
016940144,,UNITED UTILITIES WATER PLC,ECCLES,,374960.0,397150.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,53.47048388729303,-2.3786875230934386,North West
016940144,,UNITED UTILITIES WATER PLC,ECCLES,,374960.0,397150.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.47048388729303,-2.3786875230934386,North West
254/1966,,NORTHUMBRIAN WATER LTD,SEATON CAREW STW,,451929.0,527633.0,North East,Controlled Waters,Fluoranthene,0.1,0.1,Water Industry,Water Industry,,54.64114858402242,-1.1969077077554877,North East
254/1966,,NORTHUMBRIAN WATER LTD,SEATON CAREW STW,,451929.0,527633.0,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,54.64114858402242,-1.1969077077554877,North East
254/1966,,NORTHUMBRIAN WATER LTD,SEATON CAREW STW,,451929.0,527633.0,North East,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,54.64114858402242,-1.1969077077554877,North East
016940143,,UNITED UTILITIES WATER PLC,DAVYHULME,,374800.0,396460.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.78,Water Industry,Water Industry,,53.46427432348601,-2.3810422309625947,North West
016940143,,UNITED UTILITIES WATER PLC,DAVYHULME,,374800.0,396460.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,4.44,Water Industry,Water Industry,,53.46427432348601,-2.3810422309625947,North West
016940143,,UNITED UTILITIES WATER PLC,DAVYHULME,,374800.0,396460.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,3.43,Water Industry,Water Industry,,53.46427432348601,-2.3810422309625947,North West
016920130,,UNITED UTILITIES WATER PLC,ST HELENS,,353820.0,395900.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.16,Water Industry,Water Industry,,53.457815001619835,-2.6969509558081435,North West
016920130,,UNITED UTILITIES WATER PLC,ST HELENS,,353820.0,395900.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,53.457815001619835,-2.6969509558081435,North West
016920130,,UNITED UTILITIES WATER PLC,ST HELENS,,353820.0,395900.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.457815001619835,-2.6969509558081435,North West
016810068,,UNITED UTILITIES WATER PLC,CREWE,,366690.0,357370.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.0,Water Industry,Water Industry,,53.11246624481476,-2.4990809771256637,North West
016810068,,UNITED UTILITIES WATER PLC,CREWE,,366690.0,357370.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,53.11246624481476,-2.4990809771256637,North West
016810068,,UNITED UTILITIES WATER PLC,CREWE,,366690.0,357370.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.11246624481476,-2.4990809771256637,North West
016810030,,UNITED UTILITIES WATER PLC,ELLESMERE PORT,,343200.0,374650.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.0,Water Industry,Water Industry,,53.26578798251581,-2.8530490908029025,North West
016810030,,UNITED UTILITIES WATER PLC,ELLESMERE PORT,,343200.0,374650.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,53.26578798251581,-2.8530490908029025,North West
016810030,,UNITED UTILITIES WATER PLC,ELLESMERE PORT,,343200.0,374650.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.26578798251581,-2.8530490908029025,North West
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750.0,56310.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Fluoranthene,0.1,0.15,Water Industry,Water Industry,,50.39629958802472,-3.5524947785411247,South West
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750.0,56310.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,50.39629958802472,-3.5524947785411247,South West
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750.0,56310.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,50.39629958802472,-3.5524947785411247,South West
010005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900.0,168800.0,Wessex,Controlled Waters,Fluoranthene,0.1,0.1,Water Industry,Water Industry,,51.41735547857703,-2.448613053184618,South West
010005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900.0,168800.0,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,51.41735547857703,-2.448613053184618,South West
010005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900.0,168800.0,Wessex,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,51.41735547857703,-2.448613053184618,South West
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100.0,156900.0,Wessex,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,51.30702900915634,-2.989811329637559,South West
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100.0,156900.0,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,51.30702900915634,-2.989811329637559,South West
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100.0,156900.0,Wessex,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,51.30702900915634,-2.989811329637559,South West
016993399,,UNITED UTILITIES WATER PLC,BIRKENHEAD,,332800.0,389400.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.18,Water Industry,Water Industry,,53.3971324575507,-3.012083267411799,North West
016993399,,UNITED UTILITIES WATER PLC,BIRKENHEAD,,332800.0,389400.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.04,Water Industry,Water Industry,,53.3971324575507,-3.012083267411799,North West
016993399,,UNITED UTILITIES WATER PLC,BIRKENHEAD,,332800.0,389400.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.3971324575507,-3.012083267411799,North West
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250.0,179400.0,Wessex,Controlled Waters,Fluoranthene,0.1,0.69,Water Industry,Water Industry,,51.511581191559195,-2.675054415150117,South West
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250.0,179400.0,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,3.91,Water Industry,Water Industry,,51.511581191559195,-2.675054415150117,South West
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250.0,179400.0,Wessex,Controlled Waters,Benzo(a)pyrene,1.0,3.02,Water Industry,Water Industry,,51.511581191559195,-2.675054415150117,South West
255/1144,,NORTHUMBRIAN WATER LTD,HENDON STW,SR1 2ES,441049.0,555891.0,North East,Controlled Waters,Fluoranthene,0.1,0.21,Water Industry,Water Industry,,54.89607337586726,-1.361489978558213,North East
255/1144,,NORTHUMBRIAN WATER LTD,HENDON STW,SR1 2ES,441049.0,555891.0,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.19,Water Industry,Water Industry,,54.89607337586726,-1.361489978558213,North East
255/1144,,NORTHUMBRIAN WATER LTD,HENDON STW,SR1 2ES,441049.0,555891.0,North East,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,54.89607337586726,-1.361489978558213,North East
001229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800.0,89000.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Fluoranthene,0.1,0.15,Water Industry,Water Industry,,50.69110641761321,-3.4907104289958726,South West
001229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800.0,89000.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,50.69110641761321,-3.4907104289958726,South West
001229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800.0,89000.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,50.69110641761321,-3.4907104289958726,South West
017160008,,UNITED UTILITIES WATER PLC,HYNDBURN,,375750.0,433550.0,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.17,Water Industry,Water Industry,,53.79768483713117,-2.3696373594073914,North West
017160008,,UNITED UTILITIES WATER PLC,HYNDBURN,,375750.0,433550.0,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,53.79768483713117,-2.3696373594073914,North West
017160008,,UNITED UTILITIES WATER PLC,HYNDBURN,,375750.0,433550.0,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.79768483713117,-2.3696373594073914,North West
017280252,,UNITED UTILITIES WATER PLC,Fleetwood Wwtw Jameson Road Fleetwood Lancashire,FY7 8TW,333090.0,446180.0,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.31,Water Industry,Water Industry,,53.90743793916987,-3.0199685283693034,North West
017280252,,UNITED UTILITIES WATER PLC,Fleetwood Wwtw Jameson Road Fleetwood Lancashire,FY7 8TW,333090.0,446180.0,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.74,Water Industry,Water Industry,,53.90743793916987,-3.0199685283693034,North West
017280252,,UNITED UTILITIES WATER PLC,Fleetwood Wwtw Jameson Road Fleetwood Lancashire,FY7 8TW,333090.0,446180.0,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1.0,1.34,Water Industry,Water Industry,,53.90743793916987,-3.0199685283693034,North West
016950033,,UNITED UTILITIES WATER PLC,BURY,,380450.0,408050.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.27,Water Industry,Water Industry,,53.568689506182324,-2.296668001953978,North West
016950033,,UNITED UTILITIES WATER PLC,BURY,,380450.0,408050.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.51,Water Industry,Water Industry,,53.568689506182324,-2.296668001953978,North West
016950033,,UNITED UTILITIES WATER PLC,BURY,,380450.0,408050.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,1.17,Water Industry,Water Industry,,53.568689506182324,-2.296668001953978,North West
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800.0,53930.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Fluoranthene,0.1,0.12,Water Industry,Water Industry,,50.36605365411117,-4.1132599121048035,South West
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800.0,53930.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,50.36605365411117,-4.1132599121048035,South West
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800.0,53930.0,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,50.36605365411117,-4.1132599121048035,South West
016950038,,UNITED UTILITIES WATER PLC,OLDHAM,,389260.0,404300.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.21,Water Industry,Water Industry,,53.53523963672918,-2.163511580117871,North West
016950038,,UNITED UTILITIES WATER PLC,OLDHAM,,389260.0,404300.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.18,Water Industry,Water Industry,,53.53523963672918,-2.163511580117871,North West
016950038,,UNITED UTILITIES WATER PLC,OLDHAM,,389260.0,404300.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.53523963672918,-2.163511580117871,North West
25/04/1797,,NORTHUMBRIAN WATER LTD,Stressholme STW,UNKNOWN,428900.0,510400.0,North East,Controlled Waters,Fluoranthene,0.1,0.12,Water Industry,Water Industry,,54.48812311522736,-1.555398971427035,North East
25/04/1797,,NORTHUMBRIAN WATER LTD,Stressholme STW,UNKNOWN,428900.0,510400.0,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,54.48812311522736,-1.555398971427035,North East
25/04/1797,,NORTHUMBRIAN WATER LTD,Stressholme STW,UNKNOWN,428900.0,510400.0,North East,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,54.48812311522736,-1.555398971427035,North East
017160064,,UNITED UTILITIES WATER PLC,PRESTON,,345450.0,427850.0,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.22,Water Industry,Water Industry,,53.744157847609756,-2.828594718178692,
017160064,,UNITED UTILITIES WATER PLC,PRESTON,,345450.0,427850.0,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.22,Water Industry,Water Industry,,53.744157847609756,-2.828594718178692,
017160064,,UNITED UTILITIES WATER PLC,PRESTON,,345450.0,427850.0,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.744157847609756,-2.828594718178692,
235/1695,,NORTHUMBRIAN WATER LTD,Howdon Sewage Treatment Works Northumberland Dock Road Wallsend Tyne And Wear,NE28 0QD,433340.0,566290.0,North East,Controlled Waters,Fluoranthene,0.1,0.94,Water Industry,Water Industry,,54.990089316955455,-1.4804801697261554,North East
235/1695,,NORTHUMBRIAN WATER LTD,Howdon Sewage Treatment Works Northumberland Dock Road Wallsend Tyne And Wear,NE28 0QD,433340.0,566290.0,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,5.36,Water Industry,Water Industry,,54.990089316955455,-1.4804801697261554,North East
235/1695,,NORTHUMBRIAN WATER LTD,Howdon Sewage Treatment Works Northumberland Dock Road Wallsend Tyne And Wear,NE28 0QD,433340.0,566290.0,North East,Controlled Waters,Benzo(a)pyrene,1.0,4.14,Water Industry,Water Industry,,54.990089316955455,-1.4804801697261554,North East
017160024,,UNITED UTILITIES WATER PLC,BLACKBURN,,360470.0,429410.0,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.22,Water Industry,Water Industry,,53.75953685781403,-2.601070202815933,North West
017160024,,UNITED UTILITIES WATER PLC,BLACKBURN,,360470.0,429410.0,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,1.27,Water Industry,Water Industry,,53.75953685781403,-2.601070202815933,North West
017160024,,UNITED UTILITIES WATER PLC,BLACKBURN,,360470.0,429410.0,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,53.75953685781403,-2.601070202815933,North West
016983122,,UNITED UTILITIES WATER PLC,WARRINGTON NORTH,,358110.0,386960.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.112,Water Industry,Water Industry,,53.37782195383272,-2.6311554534335007,North West
016983122,,UNITED UTILITIES WATER PLC,WARRINGTON NORTH,,358110.0,386960.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,53.37782195383272,-2.6311554534335007,North West
016983122,,UNITED UTILITIES WATER PLC,WARRINGTON NORTH,,358110.0,386960.0,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1.0,1.18,Water Industry,Water Industry,,53.37782195383272,-2.6311554534335007,North West
017670049,,UNITED UTILITIES WATER PLC,CARLISLE WILLOWHOLME INDUSTRIAL ESTATE CARLISLE CUMBRIA,CA2 5SH,338470.0,556520.0,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.13,Water Industry,Water Industry,,54.89959994285756,-2.960999993430974,North West
017670049,,UNITED UTILITIES WATER PLC,CARLISLE WILLOWHOLME INDUSTRIAL ESTATE CARLISLE CUMBRIA,CA2 5SH,338470.0,556520.0,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,54.89959994285756,-2.960999993430974,North West
017670049,,UNITED UTILITIES WATER PLC,CARLISLE WILLOWHOLME INDUSTRIAL ESTATE CARLISLE CUMBRIA,CA2 5SH,338470.0,556520.0,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,54.89959994285756,-2.960999993430974,North West
043091,,Wessex Water,POOLE STW,BH17 7BX,400700.0,93580.0,Wessex,Controlled Waters,Fluoranthene,0.1,0.13,Water Industry,Water Industry,,50.74182787954079,-1.991444522226778,South West
043091,,Wessex Water,POOLE STW,BH17 7BX,400700.0,93580.0,Wessex,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1.0,0.0,Water Industry,Water Industry,,50.74182787954079,-1.991444522226778,South West
043091,,Wessex Water,POOLE STW,BH17 7BX,400700.0,93580.0,Wessex,Controlled Waters,Benzo(a)pyrene,1.0,0.0,Water Industry,Water Industry,,50.74182787954079,-1.991444522226778,South West
254/1920,,NORTHUMBRIAN WATER LTD,Bran Sands Effluent Treatment Works Bran Sands Tees Dock Road Cleveland,TS6 6UE,456210.0,524290.0,North East,Controlled Waters,Fluoranthene,0.1,0.42,Water Industry,Water Industry,,54.61065168486329,-1.1312244597131602,North East
